lead_id,lead_name,created_at,region,industry,channel,campaign_id,rep_id,lead_stage,estimated_value
1052,Wilson PLC,2025-03-15,South,Education,Paid Search,4,6,Lost,3152
1053,Smith-Weaver,2024-02-08,East,Manufacturing,Organic Search,10,9,Qualified,15225
1054,"Ibarra, Little and Beasley",2024-01-15,South,Technology,Paid Search,5,10,Won,9244
1055,Harrison-Irwin,2024-01-19,South,Manufacturing,Paid Search,5,6,Proposal,11153
1056,Nguyen LLC,2024-08-19,North,Finance,Webinar,9,5,Proposal,13226
1057,"Nelson, Jones and Garcia",2024-05-12,North,Technology,Paid Search,4,3,New,22289
1058,Simpson-Frank,2024-11-09,South,Healthcare,Referral,3,6,New,12771
1059,Johnson LLC,2024-10-24,South,Technology,Webinar,2,10,Qualified,22541
1060,"Blevins, Davis and Ruiz",2025-06-20,North,Manufacturing,Organic Search,10,3,Qualified,7384
1061,Palmer-Aguilar,2024-12-16,South,Education,LinkedIn Ads,6,10,Lost,14771
1062,"Watson, Clark and Cox",2024-07-11,South,Education,LinkedIn Ads,6,2,New,3626
1063,Rowland PLC,2024-08-21,North,Retail,Webinar,8,4,New,9920
1064,Moore Ltd,2024-01-23,East,Retail,Paid Search,5,9,Proposal,7035
1065,Charles Inc,2025-01-10,South,Healthcare,Organic Search,10,10,Proposal,15294
1066,"Acosta, Franklin and Glenn",2025-10-17,North,Technology,Webinar,2,4,New,23418
1067,"Herrera, Carpenter and Collins",2024-02-19,North,Healthcare,Webinar,9,3,Proposal,24691
1068,"Caldwell, Lopez and Evans",2024-04-20,South,Healthcare,Organic Search,10,10,Proposal,4580
1069,"Smith, Cook and Hawkins",2025-12-07,South,Education,Referral,3,6,New,15460
1070,Kane and Sons,2024-05-06,South,Education,Paid Search,5,10,Qualified,8017
1071,"Porter, Montgomery and Carter",2024-07-29,North,Manufacturing,Paid Search,4,7,Proposal,3304
1072,"Edwards, Olson and Phillips",2024-11-04,East,Healthcare,LinkedIn Ads,6,9,Qualified,24708
1073,Hunter-Holt,2025-06-16,North,Technology,Organic Search,1,5,New,7494
1074,Walker-Graves,2025-03-04,North,Healthcare,Paid Search,5,1,Won,19763
1075,Patel Inc,2025-09-24,East,Healthcare,LinkedIn Ads,7,11,New,6482
1076,Thomas-Cooper,2025-05-24,West,Retail,Webinar,9,8,New,11617
1077,"Smith, Carter and Barnes",2025-06-19,North,Finance,Webinar,9,5,Lost,16426
1078,"Smith, Cole and Shaw",2024-10-29,East,Technology,Referral,3,9,New,19264
1079,Evans-Haynes,2024-07-31,South,Education,Webinar,2,12,Proposal,13833
1080,Martin-Hicks,2024-08-28,North,Manufacturing,Webinar,2,5,New,5916
1081,"Ortiz, Velazquez and Ward",2024-04-23,East,Manufacturing,Organic Search,1,9,Won,19190
1082,Murphy-Morales,2024-06-01,North,Technology,Webinar,8,1,Lost,5459
1083,Harris-Thomas,2024-04-13,North,Manufacturing,Paid Search,4,7,Lost,10574
1084,Lopez-Barnett,2025-04-12,East,Finance,Webinar,2,11,Lost,11654
1085,"Bell, Harrison and Henderson",2025-04-20,North,Retail,Paid Search,5,4,New,4292
1086,Kelley-Peterson,2024-10-24,West,Manufacturing,Organic Search,1,8,Qualified,13246
1087,Lawrence-Shields,2025-03-12,West,Healthcare,Organic Search,1,8,Proposal,4503
1088,"Pineda, Arnold and Wilson",2024-01-10,South,Manufacturing,Paid Search,5,6,Won,24207
1089,Lindsey-Guzman,2024-06-23,North,Education,Paid Search,5,5,Qualified,23375
1090,Myers LLC,2024-10-01,South,Healthcare,LinkedIn Ads,7,6,Won,15210
1091,Benson Inc,2024-12-16,West,Education,Webinar,2,8,New,16115
1092,Arias and Sons,2025-04-12,North,Education,LinkedIn Ads,6,7,New,18671
1093,Burgess-Anderson,2025-03-07,South,Retail,LinkedIn Ads,6,10,Proposal,6704
1094,Giles-Lopez,2024-05-15,North,Healthcare,Organic Search,10,5,Proposal,8223
1095,Johnson PLC,2024-04-16,North,Technology,Webinar,8,4,Qualified,18816
1096,Riddle and Sons,2025-08-05,North,Retail,Paid Search,5,5,Proposal,23031
1097,Bowen and Sons,2025-01-23,East,Technology,LinkedIn Ads,6,11,Won,3944
1098,Gray Ltd,2025-12-01,East,Manufacturing,Webinar,9,11,Won,7281
1099,Evans-Carter,2025-05-09,North,Healthcare,LinkedIn Ads,7,7,Lost,16476
1100,Armstrong Ltd,2025-03-27,South,Finance,Webinar,8,10,New,24462
1101,"Ross, Phillips and Smith",2024-11-17,South,Manufacturing,Webinar,2,10,New,20197
1102,Evans-Kane,2025-08-13,South,Retail,Webinar,9,12,Proposal,24949
1103,"Turner, Bowman and Daniel",2024-12-12,South,Manufacturing,Webinar,2,2,Qualified,23258
1104,"Patton, Williamson and Ray",2024-04-07,North,Manufacturing,Webinar,9,7,Qualified,11145
1105,Butler Inc,2025-05-08,North,Manufacturing,Paid Search,5,3,Qualified,24017
1106,Harvey Inc,2025-01-29,North,Technology,Organic Search,10,3,New,23083
1107,Smith-Johnston,2024-02-25,West,Retail,Paid Search,5,8,New,19566
1108,Hill LLC,2025-04-25,South,Retail,Webinar,2,6,Won,5453
1109,Thompson-Williams,2025-05-18,North,Finance,Webinar,2,4,Qualified,12114
1110,"Jimenez, Greer and Fisher",2024-02-21,South,Technology,Webinar,8,10,Qualified,24080
1111,Walker-Scott,2025-01-22,South,Retail,Referral,3,10,Qualified,5583
1112,Rojas-Thompson,2025-04-15,North,Technology,Paid Search,5,1,Qualified,17683
1113,"Johnson, Thomas and Jones",2024-03-31,East,Education,LinkedIn Ads,7,9,Won,13356
1114,Allison-Rivera,2024-05-01,East,Manufacturing,Organic Search,10,9,Lost,24409
1115,Berry PLC,2024-01-19,North,Education,Paid Search,4,3,New,4174
1116,Hardy LLC,2025-07-24,North,Healthcare,LinkedIn Ads,7,4,Qualified,22798
1117,"Stokes, Hernandez and Hines",2025-09-25,North,Technology,Paid Search,4,3,Proposal,21426
1118,Jordan PLC,2024-07-30,North,Education,Referral,3,1,Proposal,14169
1119,Warren-Austin,2025-01-07,East,Retail,LinkedIn Ads,7,11,Won,17891
1120,Romero-Hall,2024-12-05,South,Technology,Paid Search,4,12,Proposal,22659
1121,Sanchez-Jones,2025-04-29,North,Finance,LinkedIn Ads,7,5,Proposal,17828
1122,Sims-Wise,2024-04-26,South,Manufacturing,LinkedIn Ads,7,10,New,10266
1123,Hogan Group,2024-01-03,West,Manufacturing,Paid Search,4,8,Qualified,12567
1124,Peterson-Nixon,2025-07-14,North,Manufacturing,Organic Search,10,5,Qualified,6483
1125,Barber PLC,2024-02-16,North,Education,Organic Search,1,7,Won,7602
1126,Crane Inc,2025-02-23,North,Technology,Webinar,2,5,New,9419
1127,Calderon Ltd,2024-07-11,North,Education,Organic Search,10,4,New,10064
1128,"Beltran, Lopez and Arias",2025-04-13,South,Retail,LinkedIn Ads,6,6,Won,14073
1129,Martin LLC,2024-04-20,South,Healthcare,Paid Search,5,2,Won,23750
1130,"Johnson, Hamilton and Williams",2025-11-19,South,Education,Webinar,8,10,Proposal,17987
1131,Bell-Mccormick,2025-11-05,North,Technology,Referral,3,1,Proposal,7411
1132,Garcia-Gonzalez,2025-05-25,East,Manufacturing,Paid Search,4,9,New,4591
1133,"Rivera, Swanson and Schaefer",2025-07-20,South,Technology,Referral,3,12,Lost,18824
1134,Donovan Inc,2025-06-04,North,Retail,Organic Search,10,1,Won,21958
1135,"Bruce, Stevens and Rivera",2024-06-26,West,Retail,Referral,3,8,Proposal,6393
1136,Powell Ltd,2025-01-31,North,Technology,Webinar,8,1,Proposal,13546
1137,Yoder LLC,2025-05-31,South,Education,Organic Search,1,6,Won,22955
1138,"Reyes, Moore and Rivas",2025-12-10,North,Finance,LinkedIn Ads,6,1,Won,16037
1139,Willis LLC,2024-12-17,South,Education,LinkedIn Ads,6,2,Lost,7370
1140,"Ford, Sanchez and Williams",2024-05-21,North,Manufacturing,Paid Search,5,7,Qualified,19786
1141,Salazar PLC,2024-11-02,North,Technology,Paid Search,4,5,Won,13286
1142,"Yang, Young and Cruz",2025-12-29,South,Technology,LinkedIn Ads,7,10,Proposal,23728
1143,"Jones, Norman and King",2024-08-10,East,Technology,Webinar,2,11,New,12521
1144,Mcguire Group,2025-12-04,South,Manufacturing,Organic Search,1,6,Qualified,7347
1145,Hayes-Huff,2025-12-28,South,Retail,Webinar,2,12,Proposal,19511
1146,Smith Inc,2025-07-09,North,Finance,Paid Search,4,1,Proposal,6781
1147,"Foster, Morrow and Allen",2024-12-26,North,Technology,Paid Search,5,4,Proposal,21698
1148,Kelley and Sons,2025-11-14,South,Manufacturing,Organic Search,1,6,Proposal,20494
1149,Smith-Mejia,2024-10-19,North,Education,Referral,3,7,Won,3418
1150,Clark-Ruiz,2025-06-19,North,Education,LinkedIn Ads,7,4,New,7762
1151,"Woods, Boyd and Anderson",2024-02-24,South,Retail,Webinar,8,10,Proposal,11748
1152,"Schultz, Mitchell and Rodriguez",2024-06-13,South,Manufacturing,LinkedIn Ads,7,6,Lost,11210
1153,Ho Ltd,2024-05-29,North,Manufacturing,Webinar,2,7,Won,12671
1154,Smith-West,2024-07-27,East,Healthcare,Webinar,2,9,Won,14753
1155,"Shields, Daniels and Lin",2025-04-08,South,Manufacturing,LinkedIn Ads,6,2,New,21411
1156,Eaton-Romero,2024-08-17,East,Technology,Webinar,9,11,Proposal,15743
1157,"Williams, Jackson and Martinez",2024-08-31,East,Manufacturing,LinkedIn Ads,7,9,Qualified,12425
1158,Hart-Campbell,2025-12-10,West,Education,LinkedIn Ads,7,8,Proposal,15699
1159,Johnson-Murphy,2025-03-02,South,Manufacturing,Webinar,2,12,Lost,13245
1160,"Melton, Mcdaniel and Sutton",2025-07-19,West,Manufacturing,Referral,3,8,New,11235
1161,"Carr, Frank and Horton",2024-07-26,North,Education,Paid Search,5,4,Proposal,10390
1162,Calderon Inc,2025-10-10,South,Manufacturing,Referral,3,6,Proposal,15050
1163,"Bishop, Powell and Allen",2025-08-25,North,Technology,LinkedIn Ads,6,4,Qualified,9437
1164,Neal-Blanchard,2024-07-17,South,Retail,Organic Search,10,12,New,5440
1165,"Herrera, Watkins and Costa",2024-07-10,West,Manufacturing,Paid Search,4,8,Lost,19837
1166,Bennett Group,2024-05-02,East,Education,Organic Search,10,11,Qualified,12145
1167,King LLC,2025-07-23,South,Retail,Webinar,9,2,New,22136
1168,Price Group,2024-09-18,North,Education,LinkedIn Ads,6,5,New,8072
1169,"Robinson, Ross and Stafford",2024-02-10,West,Finance,Paid Search,5,8,New,22558
1170,Nicholson Group,2024-02-22,South,Manufacturing,Organic Search,10,10,Won,23172
1171,Ball LLC,2025-11-08,South,Technology,Webinar,8,10,Qualified,21027
1172,Ochoa-Pace,2025-01-01,West,Manufacturing,Referral,3,8,New,13415
1173,Randall Inc,2025-06-22,West,Retail,Organic Search,1,8,New,20059
1174,"Murray, Baker and Edwards",2024-03-10,North,Retail,Paid Search,5,5,Won,16629
1175,Allen Ltd,2025-07-10,East,Healthcare,Webinar,2,11,Qualified,14449
1176,Bray-Wright,2024-08-14,West,Manufacturing,Paid Search,4,8,Won,13875
1177,Allen LLC,2024-12-05,North,Retail,Webinar,8,3,Qualified,23259
1178,Shaw PLC,2025-06-27,East,Technology,Organic Search,1,9,Qualified,24276
1179,Ortiz-Anderson,2024-01-10,South,Finance,Paid Search,4,2,New,17603
1180,Thompson-Snyder,2024-09-03,South,Technology,Webinar,8,2,Lost,23353
1181,"Tucker, Lynch and Mendez",2024-09-06,East,Manufacturing,LinkedIn Ads,7,11,Lost,13516
1182,Mendez Group,2025-01-25,East,Healthcare,Referral,3,11,Lost,15644
1183,Morrison Group,2024-09-19,West,Finance,Organic Search,10,8,Qualified,3809
1184,"Davis, Franklin and Douglas",2025-06-13,South,Finance,Paid Search,4,6,Won,19852
1185,Rodriguez PLC,2025-06-04,South,Healthcare,LinkedIn Ads,6,10,Qualified,12713
1186,Gomez-King,2025-10-29,North,Technology,Webinar,8,7,New,5698
1187,Schmidt LLC,2024-04-08,East,Technology,Paid Search,4,9,New,20472
1188,Bryan PLC,2024-01-08,East,Retail,Webinar,9,11,Proposal,24965
1189,Bullock Group,2025-10-06,East,Manufacturing,Paid Search,5,11,Won,16900
1190,"Harris, Kennedy and Washington",2024-04-16,East,Manufacturing,LinkedIn Ads,7,9,New,17261
1191,Mccann-Taylor,2025-10-24,North,Healthcare,Paid Search,4,7,Won,8038
1192,Bowers-King,2024-01-25,East,Finance,LinkedIn Ads,6,11,Qualified,4241
1193,Hudson PLC,2024-03-30,South,Retail,Webinar,9,2,New,11254
1194,Mckinney Ltd,2025-07-25,North,Retail,Webinar,2,1,New,11475
1195,Davis-Colon,2025-02-21,South,Manufacturing,LinkedIn Ads,7,2,Qualified,16252
1196,Jordan and Sons,2025-03-19,North,Education,Organic Search,10,5,Qualified,6876
1197,Mitchell-Walker,2025-07-01,North,Manufacturing,Paid Search,5,1,New,23262
1198,Figueroa-Rich,2024-03-05,North,Technology,Paid Search,5,5,Won,4491
1199,Wilson and Sons,2025-12-18,North,Finance,LinkedIn Ads,7,4,Won,19476
1200,Robinson-Singleton,2024-04-18,South,Manufacturing,Organic Search,1,12,New,12874
1201,Ellis-Wilson,2025-09-13,East,Education,Webinar,2,11,New,15498
1202,Buck Inc,2025-02-08,South,Healthcare,LinkedIn Ads,7,2,Won,18531
1203,Houston-Cummings,2024-06-09,South,Retail,Organic Search,10,6,Qualified,15812
1204,Leon-Richardson,2025-07-12,North,Manufacturing,Organic Search,1,5,New,7721
1205,Robinson-Hanson,2024-11-01,East,Manufacturing,LinkedIn Ads,6,11,Proposal,24231
1206,Orr-Park,2025-01-17,South,Healthcare,Organic Search,10,12,Lost,21137
1207,Guzman-Foster,2025-07-22,North,Healthcare,LinkedIn Ads,6,5,New,3164
1208,"Andrews, Maldonado and Smith",2025-08-09,West,Technology,Organic Search,10,8,Proposal,20941
1209,Kennedy-Guerra,2024-03-28,North,Manufacturing,Organic Search,10,4,Qualified,14267
1210,Kline Inc,2024-08-04,North,Manufacturing,Referral,3,7,Qualified,19795
1211,Santiago-Jackson,2024-05-25,South,Retail,Referral,3,10,New,23214
1212,"Vazquez, Mitchell and Moreno",2024-09-15,East,Retail,Webinar,9,11,New,24986
1213,"Murphy, Montoya and Mccoy",2025-08-03,North,Technology,Organic Search,1,3,Won,18114
1214,Gardner Inc,2025-10-22,South,Finance,Webinar,8,2,Qualified,5207
1215,Lutz-Montoya,2024-09-13,East,Manufacturing,Paid Search,4,11,New,22024
1216,Ford PLC,2025-05-13,South,Finance,Organic Search,1,12,Lost,7201
1217,Sharp-Martinez,2025-11-18,South,Healthcare,LinkedIn Ads,6,10,Proposal,12343
1218,Jefferson Group,2025-09-26,South,Retail,Paid Search,5,12,New,13413
1219,Moore Group,2025-05-12,North,Technology,LinkedIn Ads,6,5,Qualified,24607
1220,"Arellano, Howard and Lee",2024-11-09,East,Retail,LinkedIn Ads,7,11,Proposal,21532
1221,"Williams, Mosley and Melendez",2025-08-03,North,Finance,LinkedIn Ads,7,3,Qualified,17034
1222,Sanders PLC,2024-06-21,North,Retail,Webinar,8,1,New,10258
1223,Stone Ltd,2025-12-30,West,Education,Webinar,2,8,Proposal,12066
1224,Burke-Thompson,2025-01-03,South,Manufacturing,Webinar,8,12,New,13864
1225,"Thomas, Nelson and Sullivan",2025-05-06,North,Finance,Webinar,9,5,Qualified,13009
1226,Cole Group,2025-05-13,North,Retail,Webinar,9,4,Proposal,24153
1227,Floyd Group,2025-09-13,North,Finance,Referral,3,1,New,7587
1228,"Murray, Reilly and Parker",2025-07-05,West,Manufacturing,Webinar,9,8,New,23533
1229,Clayton-Massey,2024-03-19,South,Healthcare,LinkedIn Ads,7,12,Proposal,19619
1230,Barton LLC,2025-10-08,South,Technology,LinkedIn Ads,7,10,New,21969
1231,Rodriguez LLC,2025-02-18,South,Retail,Paid Search,4,2,Won,4201
1232,"Salinas, Richards and Parrish",2025-07-18,East,Technology,Webinar,8,9,New,18469
1233,"Anthony, Lane and Lawson",2025-10-31,East,Finance,Webinar,2,11,Won,15861
1234,Glenn-Smith,2024-08-16,North,Technology,Webinar,2,3,Won,12535
1235,"Washington, Norton and Schroeder",2024-05-17,South,Technology,LinkedIn Ads,7,10,Qualified,5967
1236,"West, Park and Rios",2025-02-10,North,Healthcare,Organic Search,10,1,Qualified,24714
1237,Simon-Reynolds,2024-09-01,East,Technology,Paid Search,5,9,Won,8434
1238,Dunn-Buck,2025-06-10,West,Retail,LinkedIn Ads,6,8,New,8870
1239,Williams-Hamilton,2025-08-02,North,Manufacturing,Webinar,8,4,Lost,7790
1240,Ryan-Turner,2025-05-10,East,Healthcare,LinkedIn Ads,6,9,Lost,10170
1241,"Stevenson, Huffman and Schmitt",2025-05-14,East,Finance,Referral,3,9,New,15105
1242,Spears-Moss,2024-08-27,North,Retail,Paid Search,5,7,New,19970
1243,Williams Inc,2025-01-04,South,Education,Webinar,9,6,Qualified,4521
1244,Richard-Haney,2024-02-10,North,Finance,Organic Search,1,3,Lost,6382
1245,James LLC,2025-12-21,North,Manufacturing,Organic Search,1,4,Lost,11961
1246,Anderson and Sons,2024-09-26,North,Technology,Referral,3,1,Proposal,8696
1247,Graham Inc,2025-01-20,East,Finance,Referral,3,11,Proposal,22257
1248,"Ford, Martinez and Ellis",2025-10-31,North,Healthcare,Organic Search,1,3,Won,19930
1249,Washington Ltd,2024-09-14,North,Retail,Webinar,8,1,Qualified,19920
1250,Weaver-Reed,2025-02-19,East,Finance,Webinar,9,9,Qualified,18953
1251,Payne LLC,2025-05-08,North,Healthcare,Organic Search,10,5,Won,19444
1252,Jarvis Group,2024-05-22,East,Retail,Referral,3,9,Qualified,5526
1253,"Leonard, Perez and Baker",2025-06-10,North,Retail,Organic Search,1,1,Proposal,7923
1254,Ellis Inc,2024-07-10,North,Technology,Paid Search,4,5,New,6877
1255,Brown PLC,2025-11-07,North,Finance,Webinar,9,1,New,6713
1256,Cooper-Cook,2025-05-08,South,Education,LinkedIn Ads,7,6,Proposal,9904
1257,"Archer, Ryan and Payne",2025-08-27,South,Education,LinkedIn Ads,6,12,New,3735
1258,Hines Inc,2024-09-06,North,Technology,Paid Search,4,5,New,22410
1259,Jacobs-Shields,2024-06-13,South,Technology,LinkedIn Ads,7,10,New,4284
1260,Cook-Taylor,2025-08-09,South,Retail,Paid Search,4,2,New,11462
1261,"Wood, Torres and Snyder",2024-07-03,North,Education,LinkedIn Ads,7,4,Qualified,22639
1262,Stewart LLC,2025-07-31,East,Manufacturing,Webinar,8,9,Proposal,24684
1263,"Hardy, Guerra and Chan",2024-10-17,West,Retail,Organic Search,10,8,Lost,17719
1264,Gomez PLC,2025-09-13,South,Education,LinkedIn Ads,6,2,Lost,8589
1265,"Sanchez, Mendez and Alvarez",2024-08-12,North,Technology,Webinar,8,5,Won,7676
1266,Olson PLC,2025-08-19,North,Retail,Webinar,8,5,Won,23421
1267,"Khan, Mcintosh and Gomez",2025-11-06,South,Retail,Referral,3,10,Qualified,14228
1268,Bennett-Humphrey,2025-04-09,East,Healthcare,Organic Search,1,11,Proposal,10530
1269,Sanders Inc,2025-01-22,West,Healthcare,LinkedIn Ads,6,8,Qualified,3542
1270,Randall-Rodriguez,2024-07-26,North,Technology,Referral,3,3,Qualified,16755
1271,Newman-Nelson,2024-06-02,East,Retail,LinkedIn Ads,7,9,Proposal,18593
1272,Stevens LLC,2025-09-21,East,Technology,Organic Search,10,11,Proposal,19493
1273,Nelson LLC,2024-04-30,West,Manufacturing,Organic Search,1,8,New,7270
1274,"Lee, Huang and Johnson",2025-09-09,West,Healthcare,Webinar,8,8,Qualified,24274
1275,Baldwin Group,2025-03-17,South,Finance,Referral,3,6,Qualified,4423
1276,Jackson PLC,2025-12-15,North,Retail,Webinar,8,5,Qualified,18798
1277,Johnson LLC,2025-01-25,South,Manufacturing,Webinar,9,10,Qualified,21878
1278,"Molina, Ross and Tucker",2024-04-10,North,Finance,Webinar,8,5,Qualified,18634
1279,"Chavez, Scott and Wheeler",2024-08-26,South,Healthcare,Referral,3,2,Lost,12282
1280,Evans PLC,2025-09-04,West,Education,Paid Search,4,8,Won,11447
1281,"Grant, Ward and Chase",2024-07-12,South,Manufacturing,Webinar,8,6,New,3233
1282,Richard Ltd,2025-08-14,South,Technology,Referral,3,10,Qualified,3235
1283,Simpson-Miller,2025-01-19,East,Manufacturing,Organic Search,10,9,Proposal,13351
1284,Nelson Inc,2025-02-22,North,Retail,Organic Search,1,1,Qualified,16961
1285,"Hammond, Rodriguez and Hardin",2025-10-29,South,Finance,Paid Search,5,6,Proposal,20567
1286,"Le, Holland and Reilly",2025-03-09,East,Technology,Webinar,8,9,Proposal,12029
1287,Ray PLC,2025-11-27,South,Retail,Webinar,8,10,Qualified,16540
1288,Porter-Wilson,2025-07-19,North,Education,LinkedIn Ads,7,5,Won,8856
1289,"Hansen, Richard and Dillon",2025-01-14,East,Education,Webinar,9,11,Proposal,11315
1290,"Mccarthy, Nichols and Kim",2024-11-10,South,Manufacturing,LinkedIn Ads,6,12,Proposal,16045
1291,"Vazquez, Fox and Perry",2024-05-21,East,Manufacturing,LinkedIn Ads,7,9,Won,6902
1292,"Peterson, Baxter and Tyler",2024-08-23,East,Manufacturing,Webinar,8,9,Qualified,8301
1293,"Wright, Flores and May",2024-04-12,South,Education,Paid Search,5,2,New,14089
1294,Jackson PLC,2025-07-17,South,Manufacturing,Referral,3,2,Proposal,4705
1295,Valdez PLC,2024-06-13,South,Manufacturing,Referral,3,10,Qualified,3173
1296,Schneider-Day,2024-04-03,South,Education,Webinar,2,10,Won,22668
1297,"Martinez, Cruz and Wilson",2025-03-21,South,Finance,Webinar,2,10,New,10266
1298,Cole PLC,2025-01-14,South,Healthcare,LinkedIn Ads,6,12,New,15593
1299,"House, Huff and Washington",2025-02-14,East,Technology,Paid Search,5,9,Proposal,12387
1300,Benton PLC,2025-12-29,South,Healthcare,Webinar,2,6,Lost,8743
1301,Sanders-Holder,2025-10-17,East,Healthcare,Organic Search,10,11,Qualified,9609
1302,Stephens Ltd,2025-11-03,South,Technology,Organic Search,1,2,Lost,12371
1303,Smith-Wilcox,2024-07-18,South,Technology,Webinar,9,6,New,19729
1304,Conrad PLC,2025-06-12,North,Technology,Webinar,8,4,Proposal,8553
1305,Boone-Fox,2025-11-21,North,Retail,LinkedIn Ads,6,5,New,24463
1306,"Rivera, Jackson and Richmond",2024-01-01,North,Healthcare,Organic Search,10,3,Lost,12041
1307,Gonzalez-Brown,2025-02-13,South,Education,Webinar,9,12,Qualified,16285
1308,"Bennett, Watson and Lopez",2025-08-23,North,Healthcare,Webinar,2,1,New,5248
1309,Allen Ltd,2024-04-02,East,Manufacturing,Paid Search,4,9,Qualified,21321
1310,Johnson Ltd,2025-08-19,North,Finance,Paid Search,5,5,Qualified,10415
1311,Davis Ltd,2025-09-12,West,Education,Organic Search,10,8,Lost,16236
1312,Lloyd-Herman,2025-08-11,South,Retail,Organic Search,1,12,New,16340
1313,Allen LLC,2025-06-02,South,Healthcare,Referral,3,6,New,19487
1314,Zamora Group,2024-10-28,North,Healthcare,Webinar,9,4,Qualified,19819
1315,"Welch, Doyle and Green",2024-09-20,East,Technology,Organic Search,1,11,Won,11196
